100000 100000
H 27714 14600
A 10629 16993
A 7567 21536
S 13240 5869
H 9562 17925
A 12011 25701
A 8240 23348
A 7849 9991
H 23328 16130
S 15403 10594
S 6373 8685
S 30111 14730
S 22299 17055
S 11744 31903
H 17088 12266
S 31425 19570
H 5902 24512
A 4832 32638
H 24668 3592
S 27167 26879
S 9 11366
H 20118 31657
A 18501 28575
H 22032 32412
A 16076 28851
S 28795 14249
H 25637 28289
S 3534 7949
A 16086 25797
S 1616 28713
S 19177 22903
A 2012 27215
A 13653 27690
S 6810 19596
S 17205 28666
H 7525 9477
S 7782 22669
H 7006 6834
H 30923 26739
A 24344 30943
S 9860 8619
S 9502 24070
H 2900 17050
S 5443 5453
H 9044 22385
H 28179 32203
H 3848 30067
S 20845 4646
S 2883 18116
S 19883 7847
S 4766 3468
S 16617 11489
S 10604 31625
H 7237 29552
H 22134 14196
A 27440 32132
S 23007 15292
A 4405 26411
S 8452 29310
S 23165 27854
S 4401 8401
A 4751 13519
A 23679 26551
S 2730 22434
S 31556 27471
S 21834 5673
A 8484 27082
S 14922 2998
S 15702 27817
S 31505 25741
A 7488 21666
S 31239 2428
S 10063 9055
H 6137 18737
S 21769 31412
S 5692 14161
A 24647 25941
A 14956 27329
S 18929 14424
S 14038 29156
S 23126 13427
H 26349 11950
S 6444 17770
S 20839 9704
A 6525 6560
S 10697 29686
H 8339 24077
S 18827 24316
A 6815 8499
S 23838 12597
S 9333 28676
S 23423 30681
H 25522 22444
S 24337 16876
S 26434 943
H 11518 22462
H 3557 24047
A 13387 28432
S 22136 25925
H 8286 26904
A 20739 30162
S 21173 32470
H 30924 2643
H 17899 13686
S 24281 8215
A 4211 22460
H 2460 28532
A 1923 21163
H 6604 10436
A 731 29477
H 28052 27217
H 27251 3396
S 29341 15810
A 6507 23388
A 11228 27807
S 912 31788
H 31099 27577
S 18522 27030
S 23824 28360
H 31128 27036
S 28233 7466
S 12302 24193
H 11281 3659
A 12745 15688
A 23600 30669
H 10063 30616
H 28491 279
H 706 21448
H 3176 13356
H 22103 23321
H 27605 29845
A 2458 28484
A 19328 23619
A 20451 30081
H 15970 1124
H 32063 11619
A 6091 17018
S 20038 10879
S 4262 18961
A 7184 11893
H 4027 16949
S 31861 31087
H 2056 16663
H 4028 23006
S 13937 7083
S 27570 31926
S 22926 15128
A 25437 27589
S 9686 15286
S 19761 13479
S 12036 24669
S 26575 14333
A 408 1078
H 434 5105
S 18798 30859
S 8790 20019
S 21637 21421
S 13247 8426
S 3248 30631
S 8559 27481
H 21284 14591
S 7716 4636
A 2892 24700
A 21494 25681
S 5614 10538
S 15023 12813
A 4731 9259
S 15993 30173
S 15241 11890
S 21801 5714
S 9662 14274
S 10970 9670
H 13803 13857
H 16020 30166
A 13920 15206
S 11819 8523
A 11046 31786
H 7333 10854
H 145 29016
H 8389 17612
S 12168 14059
S 4484 10624
A 19848 28036
S 25770 14518
S 32702 17526
S 14274 93
S 25126 24061
A 5660 20401
S 23175 8643
H 11930 7996
A 17176 27531
A 637 4615
S 12912 23392
H 12908 32752
S 16130 27043
A 361 8791
S 26846 11848
S 32118 29612
A 18016 30255
A 3089 26491
A 10079 11268
S 27860 9229
H 22652 27073
A 10166 11994
H 13365 27904
H 9658 4967
S 15812 2021
H 12598 290
S 3616 27946
H 14063 10324
S 22081 20691
H 4033 27479
H 23403 28369
S 29324 4218
H 947 5365
A 9374 11871
S 30777 32700
H 31734 1692
S 12241 29143
S 6675 31450
S 12304 31880
H 17945 18404
H 19444 800
S 867 3948
H 28325 11846
A 17518 32230
H 26113 21456
S 14315 5999
H 29673 24148
S 7438 22295
S 32406 3003
S 19584 11990
H 22357 31867
S 8447 4231
H 3192 5445
A 14174 18183
S 26225 13129
A 8735 24956
A 14175 22844
H 26709 27387
S 10922 1712
S 18247 12376
H 9013 24513
A 10312 22401
A 8789 22752
S 20866 9709
H 12445 6504
A 12177 16422
H 30974 29025
A 15366 15752
S 16390 27474
H 24372 7366
A 19190 25203
H 11378 25659
S 513 7032
H 26010 32544
S 16411 26793
H 12106 13166
H 2064 4620
S 16758 17840
H 2537 8387
H 31919 4776
S 21705 22772
S 19006 19588
S 4288 12236
S 16738 19609
H 31051 29574
H 13914 27605
S 23671 14709
H 10235 25451
A 2692 27622
S 1793 9326
H 1058 16560
H 7781 12362
S 1029 10330
S 1619 5471
H 12575 20111
S 5020 6705
S 18270 405
H 13239 9955
A 358 31581
H 10666 28663
A 1447 29789
S 14967 5774
A 13821 21778
H 6111 12697
S 30156 13273
S 20121 20666
A 21290 25986
S 14672 21704
H 11207 28816
A 3071 17202
H 12724 16656
H 913 20661
S 13791 22211
S 13250 5407
H 3323 31218
H 25013 32027
S 10893 16828
S 25546 28723
A 5115 23071
S 12166 4238
H 26584 2830
H 9393 18196
S 16606 2081
A 18946 20737
A 14549 26953
H 27098 17675
S 26785 3414
S 8724 4510
H 20239 6197
A 21229 24524
A 1226 9129
H 15002 7362
S 622 12
S 9427 23881
S 11323 15774
H 17047 24917
S 9069 14329
H 18393 18386
S 18473 9161
A 21167 25684
S 11199 16274
S 10625 14862
H 9763 28337
S 7404 12183
S 29425 29152
S 7044 12607
A 13027 31069
A 22961 31461
S 32724 16671
H 23120 913
H 22337 15188
A 13560 21563
H 21292 1715
A 15582 16517
S 31543 28155
H 14291 21336
H 6042 9069
S 14036 6812
S 23987 13998
S 27169 9355
H 25287 27646
S 2267 17992
S 27264 5181
S 10383 30400
A 7611 29650
S 15169 31247
S 25163 9165
S 27345 6345
H 6906 22418
S 16081 31744
S 13170 18038
A 20969 30241
H 13967 21324
A 20466 26714
S 22029 15646
H 14329 16806
S 28949 23300
S 30718 7546
A 22167 30525
S 17676 21199
S 11450 14055
H 18660 30982
S 32692 3063
H 14473 3530
S 18426 3885
S 12032 21079
H 16773 10039
A 22051 28563
A 10127 32343
A 24107 30009
S 22829 20495
H 23803 24402
S 12702 20393
A 22364 26506
S 3552 6928
H 28991 25803
S 9760 9706
A 2552 16056
A 15640 30466
S 21191 29003
S 141 1627
S 1274 22749
S 7515 5247
H 25182 16736
H 20175 1012
H 22858 8241
A 9168 25676
H 18414 3386
A 1765 10597
S 9126 10858
S 7156 1287
S 895 17840
H 14550 27724
H 637 14250
H 13137 18013
H 15986 4245
A 29784 31282
S 16014 4644
S 5663 3277
S 22777 4156
H 1473 25548
H 20739 27599
A 17136 22502
S 28633 16969
S 32429 23023
S 22472 29006
S 15940 10779
S 22115 441
S 19184 25555
S 5169 15901
H 13947 10678
S 16560 30772
A 3134 31755
A 7680 20428
H 573 30943
S 6684 2705
H 19224 11716
S 17282 18344
H 10166 32319
A 3242 17412
S 10489 11837
S 23796 31911
S 28890 555
S 14531 18529
A 11910 32704
S 32276 14998
S 1520 3838
S 20201 9202
S 6752 24956
A 4865 27011
A 7092 28511
S 6333 29563
S 29383 29188
S 6695 13216
H 2743 23754
S 7157 16841
A 8459 25990
A 29225 31383
S 16130 22357
H 23988 7268
S 26586 9900
A 17571 23446
S 31820 4705
S 32452 11996
A 2595 13404
A 14526 24321
H 21104 652
S 25620 14676
H 22017 12531
S 12434 22745
A 3042 11044
S 10100 11855
A 4327 19906
S 18017 3271
H 29511 13818
S 19598 955
H 12561 20173
S 22176 4320
S 16233 28241
S 30247 827
S 4137 8898
S 14288 5645
S 14235 29925
S 6039 9656
S 825 19255
S 17568 14774
H 22136 20245
S 24198 17961
S 976 4392
S 5184 19637
S 18291 23735
H 20712 14241
S 22135 16815
A 15225 32007
S 28771 27515
H 23355 2714
H 23126 28421
A 889 15688
S 29259 25727
A 3457 19198
A 28194 29112
A 25051 26225
H 11630 28722
H 29044 21633
H 5705 9774
A 10084 26212
A 5267 11373
A 21651 27290
H 20576 8794
H 19226 23971
A 20686 23444
H 17509 24006
H 16332 24508
H 7284 10584
S 19756 23895
S 576 202
A 5533 8111
A 5674 26724
A 12104 21505
S 14532 11203
H 9749 16268
S 23868 14217
S 751 6201
S 15801 2635
H 17503 3091
S 3669 19168
S 10391 21370
H 10317 29896
H 28910 12222
S 16100 18175
A 14888 30127
H 7571 31471
H 26131 22605
A 1222 20247
S 8556 12966
S 9534 21912
H 566 15416
S 10103 27926
H 14869 5499
H 669 19396
S 13638 611
H 15993 22516
S 2632 1774
A 19929 22252
H 10080 32290
A 2302 5221
S 618 15875
H 18798 4747
S 1218 31599
S 16747 29971
H 20522 30427
A 12263 17133
H 6897 5993
H 29187 15677
S 4302 3026
S 30174 32569
S 13096 24848
H 28036 2786
H 28354 19673
A 15410 19132
S 22020 15935
S 775 14635
H 30301 12564
S 28297 10616
A 20713 25709
S 30846 30643
S 11765 16055
S 18952 31724
H 12743 22679
H 22543 21107
S 15654 17693
A 11813 18513
S 2905 19489
S 14262 19181
H 12126 17705
S 10941 1540
S 22781 10156
S 22298 28311
A 7597 9185
S 8666 7377
A 10979 17161
S 12206 5770
A 839 19402
S 19751 20480
S 2428 889
S 21259 15466
S 1128 23931
S 3854 13634
S 30828 8158
A 4248 13197
H 16570 15886
S 28962 24015
H 9647 9792
S 13100 15765
S 26435 13736
H 5273 29938
H 25543 19396
S 5276 1209
H 11747 25564
A 1493 27404
S 5651 2053
H 10918 8213
A 13130 27422
S 13165 29837
S 21043 24781
A 5541 25032
S 25263 9206
S 30536 30312
H 31420 18962
H 11 26554
S 22860 16360
S 1085 5493
S 16156 22067
S 14117 20133
S 31674 5636
A 2900 7612
S 11471 12915
H 25807 26535
H 25876 22315
S 25347 32576
S 15810 11189
S 7527 1304
S 20568 29073
S 9557 29529
H 4103 14201
S 23753 3030
H 16690 18017
A 10876 27958
H 12986 15638
H 31081 2545
S 12300 21902
S 6016 9642
A 6969 13362
S 13748 29331
S 1365 31739
H 32680 19413
A 9629 23916
H 2984 11060
S 28688 8142
A 10094 21425
H 18099 5900
S 3762 22015
H 25504 26385
H 11597 9807
H 12692 13205
S 32711 1406
H 18642 21641
S 13023 8513
H 21505 5903
S 28613 17805
S 11820 26330
H 3956 25609
S 195 27597
A 3083 9596
H 884 5596
S 15107 17586
A 1442 22820
H 29014 12166
H 11394 18999
S 3816 22044
H 29661 7447
A 8414 31089
S 30537 11077
S 25246 452
S 9533 9963
H 29616 14982
S 16675 24360
H 11452 5333
H 21658 971
S 10318 4787
A 6441 22364
S 25650 3183
A 1106 2812
A 26244 28414
A 4691 24321
S 7620 11575
H 9992 32067
A 14125 21901
S 20458 18511
H 8646 12831
S 25130 26629
S 8294 12466
A 7810 20230
H 30233 7797
A 4869 19294
A 1136 17116
S 29669 15716
S 6245 32561
A 22815 26739
S 17996 2107
S 17802 19491
A 10107 25751
S 7624 26624
A 10482 22867
H 31346 24696
A 13435 25501
H 5707 979
S 17171 15493
S 18399 16584
A 25701 32352
A 13143 26766
S 20145 26425
S 19562 21630
S 20738 3267
H 10671 19356
S 20220 15440
H 25031 24230
S 6745 15364
S 16 29044
H 10350 29640
A 24270 25050
H 938 21061
S 20066 8205
S 1833 22448
S 11002 13337
S 15530 7518
S 6690 14752
A 12175 16974
A 24228 28549
S 10161 17456
S 31759 31653
H 5411 18831
H 7332 31516
S 4672 3373
A 7687 31507
S 21406 17326
H 25694 21663
S 13749 19495
S 18548 20137
S 26197 4392
S 14050 10451
S 31820 860
S 18746 17693
A 14794 22495
A 14097 31301
H 18009 962
H 6371 27299
S 29583 7052
A 3332 30282
H 11203 6287
S 28997 21088
A 3171 24425
A 890 27005
S 30148 2572
S 9154 32223
S 6278 15647
S 6498 407
S 19679 923
S 4018 10700
S 23136 7405
S 30762 21521
S 22305 10501
H 16908 7918
S 31570 31513
S 13862 10779
A 17051 26376
A 10839 17253
A 1754 26267
S 5095 19252
S 30750 19232
S 4304 26661
A 1005 9479
S 8069 17219
S 29240 28308
S 14812 3762
S 18576 10171
S 13098 5879
S 29807 16579
H 25264 8989
S 25528 15946
H 6882 611
H 7868 15536
A 829 26174
S 14691 12839
H 28065 7636
H 6474 21964
S 353 1075
S 11511 14229
A 1269 26005
S 21616 10243
S 16716 4888
A 24526 30170
A 17325 23590
H 6379 14089
H 16175 30215
S 31313 30833
A 2665 20504
A 18661 25695
S 7723 24658
S 19613 1073
S 7139 27564
S 19984 10173
S 22648 29951
S 9811 14523
A 1821 24589
H 28636 22243
H 31956 16004
S 32252 11751
S 4237 6924
S 3964 1824
A 9518 31428
S 4845 10787
A 16870 18363
A 1019 22079
A 4755 30536
S 2919 14363
H 3368 5452
S 4982 9693
S 6744 31169
H 242 29100
H 20202 24619
S 17685 5487
H 20616 28861
S 5877 11275
S 15334 6489
S 25417 27540
A 7055 26793
S 30618 28976
A 1477 2058
S 10822 31388
H 7463 263
S 21216 29320
S 17195 16770
S 24259 19543
S 7299 24047
H 15361 24795
H 26373 29484
S 18672 8482
H 23994 20939
S 261 21883
H 21266 23291
S 20408 3631
H 4726 15182
S 22694 14509
S 20911 2565
S 12344 18196
A 20444 21429
S 615 20828
H 743 19805
S 3455 24215
S 13757 26945
H 13551 27131
A 2234 22832
H 21638 2743
S 13054 16884
S 30378 14010
H 32428 4642
A 12401 14333
S 4932 8842
A 15522 26861
H 2193 4330
H 2823 30724
S 16868 13754
A 7097 27546
S 1175 15404
S 21871 5958
S 28169 20398
S 5996 1536
S 11412 5270
A 5421 26153
S 31783 18879
H 7332 7565
S 12944 3901
H 29019 329
S 28831 29301
H 28764 6019
S 9365 6713
S 15403 9479
H 16306 19901
A 16986 29186
A 9142 10110
S 13468 22609
A 8556 11946
H 19815 29467
S 14941 23037
H 31867 31411
A 2547 12871
A 18678 29169
S 24025 12538
A 414 32413
S 30311 4964
H 30436 14145
A 19887 26406
S 16730 28919
H 31481 4773
S 3268 32219
A 3839 12066
S 24908 23266
S 29219 15090
H 28430 25792
S 14625 67
S 12361 29392
S 19377 11160
S 16337 6455
H 6881 21577
H 13469 32710
S 6593 29167
H 31111 18490
S 2288 27982
S 1164 14831
A 15020 15256
S 4920 8742
H 30828 26920
S 14855 24420
S 29751 13560
S 13010 13219
S 32555 28809
A 3130 31405
A 20468 27642
S 2498 16340
S 24387 17497
S 20484 8653
S 10511 28398
S 14294 1986
S 27101 17746
H 19447 18763
S 2814 12286
A 11014 20566
A 17722 20957
S 13715 23939
A 21621 25064
S 23903 3509
S 25093 5676
H 14845 18414
H 5106 142
A 28560 32131
A 10904 11227
H 23991 7421
S 31732 20342
S 30622 8300
S 16664 7228
A 933 10771
S 28003 30590
S 24827 32222
A 15314 15843
H 21239 13352
H 2426 31391
H 12711 9771
A 20173 26235
S 20690 6694
S 20911 7982
S 25363 3182
S 15555 32438
H 10974 26083
H 9044 11487
H 29936 23050
H 19724 8907
H 28055 6361
H 2188 10751
H 29767 18770
S 15905 16341
H 2426 22912
S 2672 5357
H 24791 25975
A 23113 28824
H 5634 6748
A 21977 28802
S 3250 23473
S 14679 30370
S 13535 24648
S 6481 25793
A 18864 21018
S 868 25597
S 4472 13313
H 22637 24488
S 15257 13637
A 11509 25841
H 14500 2805
S 1421 3351
H 31326 6475
H 29607 19136
A 13133 17571
S 10495 1752
S 18143 13275
S 25649 30346
S 6498 3896
S 29007 2289
S 1963 433
S 16652 13585
H 11504 11129
S 24122 8415
H 23183 4824
H 17549 30849
H 6202 32051
S 19668 14612
S 23533 9372
S 8754 29841
S 27662 21234
S 20728 15538
H 18520 11441
S 19245 222
H 1615 17661
H 2032 20360
S 21618 16799
S 31277 9606
S 25460 12507
S 20580 22092
A 3184 22282
H 4719 11784
S 10310 3107
S 5000 19226
S 8561 12188
S 7685 24155
A 6792 24537
S 2944 6700
S 8732 20276
A 9804 30565
H 10698 21283
H 13079 731
A 9805 11647
H 27188 28444
S 21691 258
S 19104 14550
S 2343 21935
S 22355 24410
H 8460 27378
S 7723 16800
S 5401 22462
S 10283 12541
H 10203 3720
S 30956 19023
S 12138 17832
S 7476 30148
A 8765 14965
S 29159 29058
H 11807 22991
H 17355 26066
S 3261 5131
A 16803 32224
H 2887 23417
A 5252 7989
H 25365 21513
S 29313 22366
S 8021 24501
S 20718 10133
S 28714 18095
A 26317 28769
H 1474 2960
S 19510 27765
S 28237 23294
A 7364 24149
H 2019 17272
H 24798 26598
S 29616 19790
S 24663 6683
H 10759 29680
A 10574 15319
S 26406 14614
S 1933 29515
H 14036 24436
A 10202 32644
S 31007 7670
S 32758 6121
S 25827 7598
S 8006 26062
S 23779 9224
S 5456 28777
S 29337 14299
S 29334 19927
S 15884 11112
H 23928 3046
A 3703 21575
S 6170 6625
S 11849 29441
A 6301 30098
S 20613 29743
S 27578 26728
S 1872 25241
H 31867 9391
A 9930 10759
S 27774 2941
A 17439 32035
S 30318 8983
S 7248 10441
H 12640 23140
S 23688 30771
A 1525 28904
H 2854 25521
H 8533 14705
S 12738 29174
H 9747 22220
S 20374 28759
S 15000 29727
S 21396 1555
S 20911 17081
A 12217 16348
H 30009 17777
A 3703 22798
H 17474 13812
A 6487 21848
S 3302 10893
S 27674 30923
S 16324 9035
H 20995 9602
S 15864 23446
A 21274 28001
S 978 14734
S 30071 2976
H 16832 1737
S 31490 19744
S 25124 22094
A 24108 32689
H 5651 10715
S 28805 8159
S 7214 7385
H 21565 31193
S 23571 9617
S 9721 7562
A 28020 30229
S 7805 12044
A 23103 26527
S 19479 5100
S 10964 14554
S 20950 4862
S 28093 18117
S 28401 32697
H 11694 27637
H 31460 19273
H 30438 27944
H 4915 9438
H 25814 28635
H 32209 32736
S 3346 27885
S 20381 12812
S 18780 31244
S 18547 13491
H 1445 23324
A 7872 15234
S 6234 10473
S 12963 6306
H 6746 3250
H 25848 6426
H 351 10358
A 10463 30119
A 15054 20999
A 26281 29590
H 32283 23379
S 32035 11839
S 21839 19554
H 10941 3371
S 16204 17399
S 31236 29721
S 8933 14810
H 1372 4430
S 23272 10799
S 5133 9217
H 17057 21359
S 18157 30654
S 10123 14551
S 21853 29454
S 12325 6504
H 19278 18130
H 28962 4055
H 24449 22794
S 24948 10735
S 25935 16643
H 29400 1631
A 8078 25633
H 6138 32234
S 25203 18876
A 6502 16961
H 4226 25037
H 12510 10267
S 8937 3424
S 6085 16991
S 10204 2304
A 135 29306
H 456 14492
H 8270 12861
S 18553 4499
S 1388 30162
H 2442 19182
S 17460 11434
H 22449 25838
S 32287 1946
H 12491 20597
H 3944 32642
S 20658 21497
S 11932 6677
S 6978 3835
S 9951 21141
H 29212 32322
A 24782 27308
S 6911 29248
A 19358 30529
A 22126 25052
A 6794 27746
S 28134 17288
H 2257 17022
S 25421 28644
S 20943 3449
H 29547 30822
A 444 9375
S 31628 440
S 13477 11003
S 22159 9418
S 14060 20289
S 8219 19157
H 16661 23980
S 26650 23624
S 6878 14671
H 19384 17262
S 18625 27863
A 3755 9498
S 15204 25539
S 5503 18341
A 3158 8901
S 9627 11193
H 13674 20875
H 9790 10108
S 6917 16046
H 28583 6728
H 26433 26217
S 10264 18429
S 31928 25962
H 27264 20097
A 6472 7401
S 3165 16805
S 1077 7095
H 28188 2930
A 11231 11423
S 17319 10261
A 14144 17404
S 10977 7130
A 7333 30349
S 17464 26363
S 18695 2891
A 3632 26017
H 17519 32340
A 24636 31379
H 2642 18964
H 17368 16372
A 6627 19522
S 88 14182
S 28583 8297
S 9252 17465
H 12148 10619
H 13668 30294
S 31663 26502
A 16132 29042
S 19977 32002
A 5929 30501
S 25909 2355
S 3028 8828
H 30793 9610
S 29258 16215
S 11197 29210
H 9736 30444
S 3409 16752
S 19065 14406
H 29508 11885
A 7834 11944
H 20632 18172
H 5269 28875
H 13144 3256
H 26123 31854
S 801 26841
A 7935 21550
S 1372 25347
S 31191 11369
A 721 31203
H 17468 591
A 7700 21035
A 14582 17208
H 23925 2764
H 17360 13590
H 15991 9089
H 29023 2929
H 32509 16906
S 23897 24343
S 10164 7332
H 23614 25592
S 28250 8863
S 2538 28553
H 24196 26011
S 31617 25713
A 15760 17712
S 28585 26473
S 18867 23862
S 15823 31451
S 7539 15084
H 27563 11241
S 30697 30629
S 15426 14041
A 6092 16278
H 19982 16926
H 6333 857
H 1571 22139
S 10614 10510
S 9304 24553
A 28698 29947
S 233 5710
S 25826 5102
S 11791 32294
S 29236 29801
H 6260 4263
H 14765 22694
S 22425 22547
S 28038 11543
S 15237 14379
H 23702 30121
S 22357 1026
A 4901 31149
S 24705 14754
A 10011 16247
H 18681 4418
H 19530 25567
H 3686 20733
S 28332 32403
H 25390 22346
A 22323 26227
S 9741 23972
S 10182 20243
S 9065 25127
H 17530 16470
S 26529 16900
A 5488 10567
S 3083 10279
S 8449 29850
S 28767 23129
H 23713 25597
S 20668 29893
A 5256 5949
S 11407 5815
H 26371 27876
S 3332 13527
S 12426 4932
A 1119 31170
S 5794 23945
A 4087 24874
S 10543 6178
A 21055 30029
A 4238 20184
S 4433 31534
S 30834 5764
S 13061 7369
S 32375 13100
S 719 12519
S 26591 14326
A 3321 22587
S 5944 3819
A 13264 14866
S 17876 29835
S 22266 5792
H 7779 1951
H 2347 29846
S 32592 30073
H 17791 25078
A 2469 17087
S 3716 17149
S 11517 7667
S 3577 11359
S 9148 25694
S 1186 20826
S 24443 22086
H 29314 11388
S 13790 19692
S 23058 7036
A 14061 30007
S 8540 17781
S 28780 1323
S 27132 8281
A 4553 25499
H 21871 5509
H 12377 25330
S 7492 28340
H 24283 22071
H 16130 11205
S 31858 13195
H 18916 30480
A 14809 24219
S 12473 28989
S 5833 14192
A 20186 27784
S 24496 11702
H 19662 4391
S 1889 12870
H 6250 20689
S 17091 10246
S 11923 27782
A 3098 19230
S 14704 18104
A 8413 20873
S 19496 25831
H 6622 14570
S 1155 2110
S 13578 24396
A 2677 3192
A 23308 30524
H 12850 15149
S 5943 17592
S 19833 31043
S 22308 32582
A 8401 24454
H 15275 12921
S 22179 29140
S 12211 16654
S 12583 7339
S 7104 26038
S 29616 30958
A 7809 22768
H 5295 24662
S 20949 25983
H 13206 2720
H 8441 15706
H 15438 26809
S 24541 24364
H 1986 11409
A 24770 31960
S 12446 14445
A 3316 7467
A 16277 27531
H 2585 1002
H 5320 31600
H 22396 720
S 7203 4167
S 28191 13399
A 11 30935
S 29509 32145
A 6010 30762
H 13348 13070
S 22107 12544
H 5950 4160
A 14623 16464
H 28385 16273
S 4929 31992
A 12078 19381
A 2821 14241
A 793 20350
S 9969 22315
A 15482 20984
S 17480 2716
S 23995 6164
S 15785 15696
A 22246 23265
H 16523 6652
H 15711 27105
S 30233 28359
S 9780 18788
S 3084 15414
S 11489 26826
H 5438 16644
S 4320 32060
H 22845 7390
S 10580 20033
S 19587 15678
H 15280 11587
S 29476 11992
S 25496 27998
S 28181 29528
H 27011 8974
A 28258 30545
S 29374 19353
H 11142 11791
S 12507 19014
S 16411 4706
S 28603 32195
A 15013 29797
S 26794 6727
S 31521 14577
S 26192 1354
H 31899 1100
S 22621 13819
A 10240 23334
A 10669 18232
A 841 12950
H 30502 24055
A 5159 31569
A 2621 18323
A 4321 23580
S 18061 4310
S 25061 1901
A 22931 25621
H 28099 21549
H 5177 30165
H 8260 29271
S 10852 18523
S 12442 31801
A 12027 28079
S 19042 13554
S 20832 16056
A 21686 28862
H 23323 26043
H 4003 24070
S 7283 4116
S 15018 30577
A 4582 18755
S 5905 1636
H 9674 13718
S 28457 6832
S 22647 11558
S 26588 1901
H 7875 10203
A 7719 21533
H 14789 4528
A 6673 22758
A 2677 31761
H 2056 14529
S 12269 22200
S 19358 8698
S 28462 28582
H 10143 16337
H 2240 15867
A 5510 18832
S 22790 12381
H 17828 12161
H 4495 6072
S 32096 4558
A 5233 8672
S 13572 15482
A 5686 30092
H 7957 2797
S 8847 18203
A 305 23251
H 32614 32655
H 2777 26942
S 2777 21433
S 12480 26175
H 7223 18350
S 4970 2684
A 9921 28967
H 11845 22386
S 25325 14154
S 2184 13908
S 30574 20227
S 29550 13011
S 13577 29458
S 6580 26162
H 12637 31523
S 21086 7272
A 20765 29330
H 23852 8269
S 14279 28500
H 31051 15613
H 26789 15691
S 14117 12789
H 5458 28505
S 3162 25750
H 26426 10204
H 7498 21787
S 30817 22713
H 29114 5655
H 2617 23121
S 29301 3360
S 22078 26945
S 11263 26674
S 444 20098
S 30380 18146
H 27531 28095
A 24256 26512
S 26021 25600
S 1886 2052
H 17898 21756
H 22899 26178
H 24675 4012
H 11230 14717
H 17130 25338
A 17543 25705
H 15617 24984
H 10783 22883
H 12340 110
A 19650 32291
S 9327 32029
H 8113 8184
A 25216 30967
S 26845 2745
S 5651 24381
A 23292 25589
S 3216 1729
H 5469 22791
H 26514 3898
A 18965 28859
S 27261 16236
S 8883 13610
S 22491 5494
S 18874 3045
S 32644 19425
H 29079 9072
A 373 21645
S 9427 25034
H 16414 14686
S 14753 31868
H 14346 8368
H 18725 23634
S 11305 2047
H 13864 22200
S 7475 12612
A 14527 25751
H 10190 20472
H 21855 26879
S 30852 18619
H 21132 31952
H 21935 25360
S 17837 21131
A 7898 11953
S 18151 26066
H 24148 9824
S 32075 29724
S 29924 22602
A 6465 30439
A 8269 20695
H 6180 18025
H 22767 23242
S 11369 12949
A 2254 30403
H 10216 22987
S 32758 1140
A 11804 19346
S 17785 22963
S 21106 27431
H 4585 14248
S 11013 22733
H 24108 5582
S 23132 14875
S 4412 25655
A 13047 22719
S 16382 19330
S 28127 3181
H 22963 15113
H 2409 4083
S 8370 1589
A 2736 22511
S 17003 30706
H 7730 3795
A 4837 12224
S 28566 25143
S 12076 24016
A 19077 27317
S 26488 7214
S 24976 22590
H 7406 16617
A 3630 30245
